264070760107225089	neutral
171555255601999872	positive
258851888202645505	negative
260527848073359361	neutral
220373711348432896	positive
263521465834541056	neutral
261788578957377536	positive
236937024748277760	negative
260603312058032128	negative
247728701838594052	positive
264047816572297216	positive
256279185079812096	neutral
263517564162949120	negative
264139734790586368	neutral
259465605378355200	neutral
257962942878859265	neutral
255897144358232064	positive
227200951839232000	neutral
192143918392025088	neutral
264219329577512960	positive
260223269553192960	negative
263122113706201088	positive
264044934376591360	positive
260491649824735232	positive
227901556580818944	negative
211638423684001793	negative
264224115882348545	positive
264220417621897216	negative
263043435433426944	neutral
237887124450463744	positive
238433460170137600	positive
227772140345249792	neutral
261346751057911808	neutral
263824154929819648	positive
264226947041751041	positive
215333833346793472	positive
234097534182764546	neutral
261506689935753216	positive
262588650859143168	positive
264156617807912961	negative
233671496256606209	neutral
254331661079150592	positive
264248801508855808	neutral
262781444051582976	positive
216603159328591872	negative
249820498089873408	positive
263493819968925696	negative
248891658379350016	neutral
252046986713387009	positive
256748929889214466	negative
211688789448466433	neutral
263972743010209792	positive
264215065576751104	positive
237946782137589760	positive
206554207648616448	positive
188857697985249282	negative
262473937848520704	neutral
264200073418788864	positive
262442706087837697	positive
164732670092390401	positive
248892386246266880	neutral
231034470084538368	neutral
264176275655106560	neutral
247088746703503361	positive
262060917863350272	neutral
263924299008704512	positive
263181656796585986	positive
257127996509528064	positive
263206632664739840	neutral
170963532400173056	positive
233958709238321152	positive
264192506802089985	neutral
264130762104791040	negative
240176866806349824	negative
234343025378205696	positive
263515571365244928	neutral
258629098925092864	neutral
263713003168468992	neutral
213536768643973120	positive
258824618478010368	positive
251423271344553984	positive
248157527525715969	neutral
248637259224580096	positive
264174756813746179	positive
258228644164558849	positive
228575836557688832	positive
261591107106902016	neutral
212708425484877824	positive
260917725214412800	positive
262468944386998272	neutral
215721495635312640	neutral
251294582325784577	neutral
262270678189883392	neutral
223998283662630913	negative
240318005295316992	neutral
264060113843806209	negative
264167487912943616	positive
264079978092691456	positive
200871887767736320	neutral
194120301842407424	neutral
257130146002239488	positive
264213446374076417	neutral
258550325177372673	neutral
264001771024809984	neutral
263391294355820544	negative
261532391129116672	positive
257972573093109760	positive
253717454252027904	positive
264147334600986624	neutral
264211159501115393	neutral
264076345498284032	neutral
262155661465505792	neutral
244094060988608512	negative
263897921152499712	neutral
261821456269324288	neutral
254225888651128832	neutral
262500345673052160	negative
195894621061120001	positive
260221462076596224	positive
262311430169178112	neutral
262298906010980352	positive
255383517456916480	positive
264224909994098688	neutral
264120867934580736	neutral
264040148344397824	positive
157620670237384704	positive
262777434523447296	negative
262205015375097856	neutral
246465722543398913	negative
257972912525565952	neutral
258015550997942272	neutral
252226914398388224	positive
261524284286070784	positive
252605066823999488	positive
231107469286445057	negative
254209468907257856	positive
264147048683675649	negative
249880400254599168	neutral
264136510973042689	positive
250547577110556673	neutral
263623746433196032	positive
263816651777114113	positive
263686883530379265	positive
224258994095656961	neutral
248431915789611008	neutral
233676683947941889	neutral
263874847623503873	neutral
264207523454799872	positive
264140916611235840	neutral
188692165587763201	neutral
212216498561880066	positive
264178095588773888	neutral
263941051000164353	neutral
261451705462431745	neutral
262621757419167744	neutral
262010869125369859	neutral
253486592973471744	positive
246632687710904321	neutral
172146279206494208	negative
263929559521587200	neutral
194120700351623172	negative
242314426903048192	positive
261049896667336704	neutral
263866464304508928	negative
259013406739292161	positive
263880648928940032	negative
261645557607571459	neutral
264204180292517888	positive
172543756279627777	positive
261266896320598018	negative
264036890993373184	positive
264154175628275712	neutral
264192562405994497	positive
264255980269862912	positive
262057544850235392	neutral
254431573766705152	positive
264164023858262016	neutral
261371779602321409	positive
256109715463995392	neutral
214864129553477633	positive
264238299789524992	positive
261382559991230466	positive
243506405636722688	positive
264240858868625408	positive
254100077537284096	negative
264171589816446976	positive
170077866925637632	positive
261798529536774144	positive
233659106186108928	neutral
256725295216861184	neutral
264203823441137666	positive
