637056086911152129	neutral
637094457108623360	neutral
637152486768291840	neutral
637316910200279040	neutral
637459148217561088	positive
637485011592192000	negative
637485350575849472	negative
637658353108434944	positive
637674130670796800	positive
637674138925146112	neutral
637820949279186945	neutral
637850011313786880	neutral
637855563699855360	neutral
637868171437838336	negative
637973478356815872	neutral
638026477422800896	neutral
638072099412779010	neutral
638145367230554112	neutral
638491566634504192	positive
638601876703870976	neutral
638767493172068352	positive
638915423677902848	negative
639016380847783937	neutral
639102530971152384	neutral
639244796763197440	positive
639319688070086656	positive
639431507363414016	positive
639564269420331008	positive
639639485207019520	negative
639645064633823233	neutral
639666970229473280	positive
639808591529033729	positive
640020822313304064	neutral
640173861078626304	negative
640212997596549120	positive
640477314023723010	neutral
640689013788176384	neutral
640704945134661636	neutral
640705879520636928	neutral
640728268254019584	negative
640731830300340224	positive
640758594959450112	neutral
641087370872422401	positive
641089872426631168	neutral
641254971401502720	neutral
641371402348679168	neutral
641411385700712448	positive
641452712098406400	neutral
635369700298498048	neutral
635930169241374720	neutral
635950258682523648	neutral
636030803433009153	negative
636100906224848896	positive
636176272947744772	neutral
636276311560859648	positive
636302400546975744	neutral
636356154151575552	neutral
636360240921972736	neutral
636440904967061504	positive
636484190050119681	neutral
636567666048794624	neutral
636724154260176896	positive
636828460820729856	negative
636878337105920000	positive
636907592036388865	neutral
637003894611148800	positive
637018128111693824	positive
637085524683976704	neutral
637103428494188548	positive
637176985479970817	neutral
637244817974657024	positive
637333676099932160	neutral
637423522130825216	neutral
637515323059646464	positive
637567051490455552	neutral
637581604253224960	positive
637615314897928192	positive
637976948124160000	neutral
638407042512719873	neutral
638427398694830080	negative
638429626419671040	neutral
638458599803502592	positive
638459896296538116	negative
638551243653165056	positive
638589551997513728	neutral
638614098482065410	positive
638703996379746304	neutral
638776033215447040	neutral
638828126097682432	negative
638886628602155008	neutral
638927700648964096	neutral
638945625548173312	positive
639001381655982080	positive
639016946541850624	neutral
639071474754711552	positive
639085295351132161	neutral
639115503492038656	neutral
639117172204138496	positive
639217575298248704	neutral
639456517008326656	positive
639485295218585600	neutral
639542718117490688	positive
639731200492482560	positive
639806019665793024	positive
639825263187128320	positive
639886266843164672	neutral
640017715894206464	neutral
640163020539203584	neutral
640184988172963840	positive
640305299270799364	positive
640324452731875328	negative
640329967826440192	negative
640350165879144448	neutral
640515279873830912	negative
640604280706076672	neutral
640640481714638848	positive
640862561236185090	neutral
640985843851767808	positive
641021806061621248	neutral
641105483122798592	neutral
641288798790418432	positive
641393171008720896	negative
641433564836290560	positive
641438788472991744	neutral
641441832291934208	positive
641482982688075776	neutral
641485888673812480	positive
641488560437260288	neutral
641494998010200064	negative
641548065040658436	neutral
641642814632124416	neutral
641653401877618688	neutral
641655091468963840	neutral
641323950056841216	positive
641328263822999555	positive
641328586276925440	positive
641336034672922625	positive
641341629689786369	neutral
641342629074984960	positive
641345456740503553	positive
641349256020815872	neutral
641351041884164097	neutral
641351360965832705	positive
641352166305693696	neutral
641357966315139073	positive
641366721287204864	neutral
641376359034568704	negative
641378641339940864	neutral
641383082923196416	positive
641392431653453824	positive
641393122216423424	neutral
641402358564548608	neutral
641403638267535360	positive
641411462121058304	positive
641414401426223104	neutral
641416176304680960	negative
641417400110354432	positive
641418673014620160	positive
641419174363930624	neutral
641423309318582272	negative
641424370942939136	neutral
641424651495698432	neutral
641425847791042560	positive
641432777615933440	neutral
641436035013038080	neutral
641436513390080000	negative
641442231409242112	positive
641444286341365760	positive
641445586445537281	neutral
641447893677817857	neutral
641447913525276672	neutral
641451096427266048	neutral
641460027002355712	neutral
641479328216150016	negative
641480750265602050	positive
641483234996436992	neutral
641493880555347968	positive
641501437675986944	positive
641501884243689472	positive
641510515974365185	negative
641511906897883136	neutral
641515406319071232	neutral
641524008987566080	neutral
641526339636457472	positive
641528223457746944	neutral
641539550104281088	negative
641539752177586176	negative
641560327159726080	positive
641562858245918720	positive
641565807810617344	negative
641574514619514880	positive
641579580176732160	negative
641584057386704896	neutral
641592893841481728	negative
641595961068900352	neutral
641597241141129217	neutral
641602592401821697	neutral
641603220977131520	positive
641604722043039745	positive
641608296160448512	positive
641610320293695489	positive
641618110835888129	negative
641618508028248064	positive
641621458293276672	neutral
641625805508841472	positive
641626146262552576	positive
641630235050405888	positive
641633293729943552	positive
641634655310086144	positive
641635160526594048	positive
641638054655082496	neutral
641638185773039618	neutral
641639304075329537	positive
641646335133790209	positive
641649546557304832	neutral
641651311746744320	neutral
641496057969377280	positive
641497055098114048	positive
641497345381675008	neutral
641497711284518912	neutral
641499690362630144	negative
641501728064466945	positive
641502415192068096	positive
641504800488620033	positive
641508289814102017	positive
641509708747010048	positive
641509725226553344	positive
641511919778574337	positive
641512927225208832	positive
641515507892400129	neutral
641516638630715392	neutral
641517448831700992	positive
641518004707192832	positive
641519726817071104	negative
641521527461163008	neutral
641526144458559488	positive
641529318703697920	positive
641536674015477760	neutral
641537637887508480	neutral
641545859285434368	negative
641550287887470592	neutral
641550948389654528	positive
641556474221625345	positive
641561004669829120	negative
641561322929393664	neutral
641565117146988544	neutral
641565597185232897	negative
641567750842937344	positive
641568990779670528	positive
641572751099174912	neutral
641574514619514880	positive
641578941031911428	neutral
641581532709285889	positive
641581548349865984	negative
641584856976203776	neutral
641586267306786816	neutral
641586648472489986	positive
641589045643055104	neutral
641589992238776320	neutral
641594046968918016	positive
641595717358895105	neutral
641595844009988097	neutral
641596405027610624	neutral
641599013511393281	neutral
641599954277007360	positive
641600528544235521	positive
641600624115777537	positive
641601014861287424	positive
641602192579936257	neutral
641602240214601728	neutral
641606659454832640	positive
641610166010425344	positive
641614713055485953	neutral
641615165260038145	negative
641616278424125440	negative
641617111589089281	positive
641621345617465344	negative
641621561833750529	neutral
641625811699679233	positive
641625882117869568	positive
641628508532396032	positive
641629569074630656	positive
641635084290781184	negative
641636191767498752	neutral
641636406054526978	neutral
641641254476840961	positive
641642352604512256	positive
