641624522307690496	neutral
641626528300699648	neutral
641627938186743808	positive
641631234200875009	neutral
641637735703388160	positive
641645369126993920	negative
641646588016791552	neutral
641654984321339393	positive
641657138528567297	neutral
641662560668807168	neutral
623089996845547520	positive
623166625550831620	positive
623400910060978176	negative
623518443661357056	neutral
623532967214907394	negative
623650255461056514	positive
623816868684558336	positive
624119953952739328	positive
624166970682908672	neutral
624170722622095360	positive
624181810608607233	positive
624295464209412096	neutral
624311874792783872	neutral
624320557576642560	positive
624472536579993601	neutral
624670787094622208	neutral
624704877491523584	neutral
624759382572580864	neutral
624766822579961856	positive
625002995105832960	positive
625072790761308160	neutral
625089743521456129	positive
625197132790673409	negative
625389388596424704	positive
625415434116927490	negative
625709248844935168	negative
625833799612403712	positive
625987804993060864	positive
625991715447386112	positive
626409249023791105	positive
626547494927892480	neutral
626625127355170816	positive
626638161863544836	neutral
626688302515662850	neutral
626688345482129409	neutral
626810545073557504	negative
627265214006824960	positive
627313141622439936	neutral
627755947562287104	neutral
627832922784071680	neutral
627918208956280832	positive
628138860434849792	neutral
628509722627301376	positive
628569860742717440	negative
628888020926791681	neutral
628960388709789696	neutral
629037053343305728	positive
629164714300325888	neutral
629174827786473472	negative
629336789749141504	positive
629344022163755008	neutral
629786702052241408	negative
630171808457625600	neutral
630817148751978496	negative
630820977346150400	neutral
631192740089311232	neutral
632604790720217089	negative
632806342382653440	positive
632816067757350912	negative
634032590077460480	negative
634321834171699200	positive
635032745241112576	neutral
635166727651856384	negative
635179934365941760	positive
635220412155105280	negative
635924485753991169	negative
636025757672820736	positive
636255247992758272	negative
636980439622684672	neutral
637623077304668160	negative
637711360416198656	neutral
637722964432146432	neutral
637735358126555136	positive
638018562334916609	positive
638033582112534529	negative
638090040254574592	negative
638405789993017344	neutral
638531837313306624	neutral
639016598477651968	positive
640276909633486849	negative
640296841725235200	positive
628949369883000832	positive
628976607420645377	negative
629186282179153920	neutral
629226490152914944	negative
629345637155360768	neutral
629394528336637953	negative
629650766580609026	positive
629797991826722816	neutral
630159517058142208	positive
630542330827771904	negative
630636736746422272	neutral
630807124872970240	negative
630818265799921664	neutral
630909171437801472	neutral
630982270409572352	positive
631104156187627520	neutral
631223085476261890	negative
631368262979297281	positive
631521079245307904	positive
631543121407442946	negative
631696872323850240	positive
631842974268305408	positive
631843393971204097	positive
631936716522278912	positive
632374683334258688	neutral
632536348419690496	negative
632805868334153728	neutral
632810315227467776	positive
632949742750687232	neutral
633041928922132480	neutral
633119630417129476	positive
633500866096574464	negative
633594289029808128	negative
633694793852407808	positive
633757225945665537	positive
634005885371711489	positive
634036617632546816	negative
634098901025484800	neutral
634107085647511553	positive
634169076210733056	positive
634299598467678208	negative
634364883040006144	negative
634517732067778561	negative
634633252020555781	positive
634709942088409088	positive
634728738941456384	neutral
634877877725569025	positive
634921865916452864	neutral
634926683284336640	positive
635528136743092224	positive
635658548265947136	positive
635795783099387904	positive
635914448121626624	positive
635976557098573825	positive
636062553009987584	positive
636842896524726273	negative
636861074256592896	negative
637025180687167488	negative
637308387353432064	negative
637338158997180416	positive
637678387214065664	neutral
637830987108343808	negative
638219008542535680	positive
638268341052948480	neutral
638390714502619136	neutral
