641489328632238080	neutral
641490544041066496	positive
641495629831663616	positive
641496948487376896	neutral
641500409052426240	positive
641506795706429441	neutral
641508083093508096	positive
641509985646694400	neutral
641510535322689536	neutral
641512553986723840	neutral
641531494129905665	neutral
641543041254199296	neutral
641545771335188481	negative
641552507282542592	positive
641554182491742208	neutral
641560350941409280	neutral
641567333308366848	negative
641570899481616384	negative
641578295688097792	positive
641580752992358400	neutral
641587270013751296	positive
641591603946225664	negative
641598412480122880	positive
641608312568483840	negative
641612849903730688	positive
641620677108334592	neutral
641623505499475968	neutral
641624729212682240	positive
641627538826002432	neutral
641629158540505088	neutral
641633503940059136	negative
641635751617105920	positive
641648472266022913	neutral
641658304851279872	neutral
641666231993548800	positive
641668866796490752	neutral
641671309974470656	neutral
628128485740007424	neutral
628150426156838912	neutral
628192370761310208	neutral
628228830134669312	neutral
628313832226705408	positive
628345809197793280	negative
628391226128093184	neutral
628443827330641920	neutral
628580310863757312	neutral
628663552887406592	neutral
629127841519661062	negative
629475381830094848	neutral
629503433855340544	positive
629790655909339136	neutral
629822402537492480	positive
629873683247398912	positive
630198560563200000	neutral
630268931756965889	positive
630649455801339905	positive
631498673864753152	positive
631984939144122368	negative
632183333804474368	positive
632218481753088000	neutral
632224183825661953	positive
632416918931120128	neutral
632488083393351680	negative
632585873792479232	neutral
633468622363455488	neutral
634080634940428288	positive
634182282362929152	positive
634225763709947904	positive
634441913228201984	positive
634614045543387136	neutral
634815504423759872	neutral
634820641129009153	positive
635285109793492992	positive
635667537120747520	neutral
635686970698657792	neutral
635705106231488513	neutral
635879769578455042	negative
635902209285357569	positive
635922768035491840	neutral
636634831967817728	positive
637000642347823104	neutral
637392303624065025	neutral
637422597639114754	positive
637440566226194432	positive
637517022146990080	positive
637688180976807936	neutral
638232357632258048	negative
638536568660213760	positive
638826550331183104	positive
638835281043451904	neutral
638842278296047616	negative
638844609305673728	positive
638844818991374336	positive
638864096041893888	neutral
638877048195411968	positive
638885497318862848	neutral
638891695057317888	positive
639241052650536960	positive
639301319396712448	neutral
639646079567327232	neutral
639650213637042176	positive
639798561979273216	neutral
639808490249318402	neutral
640393727173861376	neutral
640576226340376576	positive
640591485612650498	positive
640906424290254849	positive
640916034749263872	positive
641218824579215360	neutral
641349309439479808	neutral
641648318754516992	neutral
637651487762554881	positive
637668142110654468	positive
637708370129125377	negative
637857585652076544	neutral
637859860017647616	neutral
637923877423742977	positive
638045103861465088	neutral
638159273072062464	neutral
638172841284866053	negative
638175116145377280	positive
638270737502105600	neutral
638393198201696256	positive
638394988892520448	neutral
638399901349621760	positive
638453810093006848	positive
638481185275052032	positive
638575315770478593	positive
638626774503415808	neutral
638640306905190400	neutral
638775649193361409	positive
638783969568366593	neutral
638813699927621632	positive
638822443352612864	neutral
638823054353694720	neutral
638901502791184384	neutral
639074935240065024	negative
639087527165497344	negative
639093319516205057	positive
639093919024742400	negative
639121090652930048	negative
639162337513988097	positive
639191969349148672	positive
639234985568960512	negative
639284990036078592	neutral
639331098372124672	neutral
639607684833128449	neutral
639703605705113600	neutral
639708225927929856	neutral
639713042201190400	positive
639768346708185089	neutral
639820972766445568	neutral
639867771812188160	neutral
639894389716856832	positive
639899871550537728	negative
639967215069040642	neutral
640137904149393408	neutral
640156377244127232	negative
640170970603474944	neutral
640209445763567616	positive
640213874793410560	positive
640254617750671364	neutral
640271739486883842	neutral
640290626756476928	positive
640305092827070464	negative
640337021215604740	negative
640343783956213760	negative
640356367031623680	positive
640543554574520321	neutral
640547904004816896	positive
640594318298869760	neutral
640640375980343296	positive
640645857449127936	neutral
640718570452860928	neutral
640719522387771393	neutral
640749596336095232	neutral
640774100919554049	negative
640864171203014657	neutral
640912226497392640	neutral
641119538277404672	neutral
641146360356544512	negative
641154359292784640	negative
641158545228980224	neutral
641163114801598464	neutral
641170873962008576	neutral
641265496109785088	positive
641292853927354368	neutral
641296016788996096	positive
641330259644784642	positive
641372765568811008	neutral
641374857356267520	neutral
641388155275362304	neutral
641404549484273664	negative
641518156855377920	negative
641560678696882176	neutral
641639801871970304	positive
641658506362249216	neutral
641658799892230148	positive
641673714619273216	positive
640720177919827968	positive
640723876402434048	neutral
640733634899501056	neutral
640747308192149504	neutral
640750947946246144	positive
640771948377735168	positive
640780161554751488	negative
640824468806348800	neutral
640838335188103168	positive
640858069161897985	neutral
