100049306941276161	negative
101042649389219840	neutral
100049786807398400	positive
101194901470986240	negative
103972460055105537	positive
101228295659597824	neutral
102238179263905792	positive
100577145906135041	positive
100140734258229248	positive
112747052827545600	neutral
100197905327075328	positive
118393170227757056	positive
103641916586999808	neutral
100033572387303424	neutral
102115800701337600	positive
100260189420265472	positive
104530908408840193	negative
105089985635557376	positive
100154441969315840	negative
100969921848164352	negative
112837603614666752	negative
100003931962355713	positive
103081598597083137	neutral
100092772228403200	positive
100152053871034368	neutral
100197265909616640	neutral
100109343088852993	neutral
100155757357576192	negative
118800204911751168	neutral
100380000469004288	positive
104396096859684864	negative
100230453109325824	positive
101770934016417792	neutral
100140405458337792	neutral
100033024174985216	positive
103263150169796608	negative
100170016875491328	neutral
100122523651407872	positive
100031060141813760	positive
100590052526137344	neutral
100137775965282304	negative
111419511248400384	neutral
107490615557758976	neutral
100333309804023809	neutral
100004117539340289	positive
102221270158024704	positive
100107541396193280	negative
100213519680679937	positive
101829569757184003	positive
100757232685301760	neutral
100213293293121536	positive
100152705753939968	positive
101240164889788416	positive
100032776186765312	positive
101678437542006784	neutral
101420646642368512	positive
112057947684737024	negative
101043874759327746	positive
100108765185048576	neutral
100140270519189504	positive
105044210943655936	positive
101133461221412864	negative
103476400325013504	positive
102765332384595968	positive
102342538513485827	positive
100170544636375041	negative
101302841431429120	neutral
104186079791423488	neutral
115749712660922368	positive
100623639849869313	neutral
102629930923339776	positive
104260383891660800	positive
112926350511321088	positive
116158260196802560	positive
100108539397279745	negative
100500162224467968	neutral
103671207999700992	negative
103129157390704640	neutral
101271825367048192	positive
115780194408730624	positive
100983624387670018	neutral
103444056025202690	negative
115599744235094016	positive
100063051549650944	positive
100032906751258624	positive
100019340333678592	positive
100016236217384961	positive
100079058687229953	positive
100395449361506305	positive
100560700388278272	positive
100124110788640768	positive
104319460143415296	positive
104153971417022465	positive
115629777808924672	positive
106463766333501440	neutral
113727318895230976	positive
102402303105048576	positive
100366476942376960	neutral
100141255949959168	positive
101135628594462720	positive
104697061827547136	neutral
117319863550218241	negative
101015497008627712	positive
101209091128557568	positive
103535813710712834	neutral
